Individual_number;Individual.ID;Place;age;sex;Species;clade;population;ear.length;ear.width;head.length;head.width;interorbital.dist;intraorbital.dist;snout.length;lower.leg.length;hind.foot.length;third.toe.length;body.length;tail.length;body.mass;observer;male_repro;female_repro;pregnant_body.mass;comment;comment2;latitude;longitude;altitude;date;ear.marking;RADSeq.available
2729;SHR_12;Sainte_Luce;adult;F;tanosi;10;tano;#NV;10,69;#NV;21,41;#NV;3,6;10,08;#NV;#NV;#NV;#NV;150,98;72;SHR;NA;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;5;42965;NA;NA
2734;SHR_35;Sainte_Luce;adult;F;tanosi;10;tano;#NV;10,2;36,1;23,5;#NV;4,1;15,1;#NV;#NV;#NV;#NV;113;62;SHR;NA;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;15;43352;NA;NA
2735;SHR_33;Sainte_Luce;adult;F;tanosi;10;tano;#NV;8,2;36;23,3;#NV;4;13;#NV;#NV;#NV;#NV;130;62,1;SHR;NA;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;20;43350;NA;NA
2736;SHR_32;Sainte_Luce;adult;F;tanosi;10;tano;#NV;11,2;35,1;26,7;#NV;4;14,4;#NV;#NV;#NV;#NV;140;63,1;SHR;NA;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;24;43348;NA;NA
2737;SHR_1;Sainte_Luce;adult;F;tanosi;10;tano;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;132,7;63,5;SHR;NA;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;24;42253;NA;NA
2738;SHR_4;Sainte_Luce;adult;F;tanosi;10;tano;#NV;8,68;#NV;#NV;#NV;4,1;11,65;#NV;#NV;#NV;#NV;123,73;65;SHR;NA;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;9;42622;NA;NA
2739;SHR_21;Sainte_Luce;adult;M;tanosi;10;tano;#NV;9,96;39,87;25,51;#NV;4;10,13;#NV;#NV;#NV;#NV;128,76;65;SHR;enlarged;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;21;42990;NA;NA
2740;SHR_18;Sainte_Luce;adult;M;tanosi;10;tano;#NV;10,93;37,69;25,58;#NV;4,6;10,82;#NV;#NV;#NV;#NV;139,97;69;SHR;enlarged;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;20;42983;NA;NA
2741;SHR_3;Sainte_Luce;adult;F;tanosi;10;tano;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;124,2;69,4;SHR;NA;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;24;42256;NA;NA
2742;SHR_36;Sainte_Luce;adult;F;tanosi;10;tano;#NV;11;36,7;25;#NV;4,1;14,4;#NV;#NV;#NV;#NV;120;71;SHR;NA;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;25;43369;NA;NA
2743;SHR_19;Sainte_Luce;adult;M;tanosi;10;tano;#NV;10,49;#NV;20,89;#NV;4;10,38;#NV;#NV;#NV;#NV;127,5;72;SHR;enlarged;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;20;42983;NA;NA
2744;SHR_20;Sainte_Luce;adult;F;tanosi;10;tano;#NV;11,87;38,6;30,04;#NV;3,9;9,47;#NV;#NV;#NV;#NV;143,5;#NV;SHR;NA;NA;78.5;NA;NA;-24.976973000000001;47.096823999999998;23;42990;NA;NA
2749;SHR_37;Sainte_Luce;adult;F;tanosi;10;tano;#NV;10;36;23;#NV;4;13,5;#NV;#NV;#NV;#NV;133;63,5;SHR;NA;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;18;43394;NA;NA
2755;SHR_7;Sainte_Luce;adult;F;tanosi;10;tano;#NV;11,1;39,4;26,1;#NV;4,3;13,15;#NV;#NV;#NV;#NV;127,2;62;SHR;NA;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;17;42677;NA;NA
2756;SHR_26;Sainte_Luce;adult;M;tanosi;10;tano;#NV;9,21;38,43;25,62;#NV;4,2;14,01;#NV;#NV;#NV;#NV;106,1;63;SHR;enlarged;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;16;43058;NA;NA
2757;SHR_25;Sainte_Luce;adult;F;tanosi;10;tano;#NV;8,81;38,6;21,33;#NV;4,1;11,74;#NV;#NV;#NV;#NV;137,14;72;SHR;NA;NA;NA;NA;NA;-24.976973000000001;47.096823999999998;16;43058;NA;NA
2759;AMBI_J50_2011;Ambilondambo;adult;F;tavaratra;12;tava;20,28;12,08;33,9;20,13;20,74;5,18;7,29;#NV;21,38;#NV;87;164;59;ANR;NA;closed;NA;NA;NA;-13.155668349999999;49.654889259999997;NA;40835;C1;RADSEQ
2760;AMBO_F20_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;20,66;12,1;33,75;20,35;20,1;5,62;7,49;38,61;20,81;#NV;87;165;45;GMS;NA;NA;NA;NA;NA;-13.124065399999999;49.435248299999998;NA;40755;A;NA
2761;AMBO_F19_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;20,7;12,71;33,61;19,75;20,04;5,06;7,21;37,34;20,6;#NV;87;162;47,5;GMS;NA;NA;NA;NA;NA;-13.130371999999999;49.437566500000003;NA;40755;1;NA
2763;AMBO_F37_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;20,6;12,17;33,1;20,35;20,12;5,3;7,19;39,4;20,65;#NV;85;165;47;NA;NA;NA;NA;NA;NA;-13.1246875;49.440813499999997;NA;40757;B;NA
2764;AMBO_F29_2011;Ambohitsitondroina;adult;M;tavaratra;12;tava;20,9;12,76;33,81;20,41;20,15;5,13;7,53;40,52;21,05;#NV;88;170;49;GMS;NA;NA;NA;NA;NA;-13.122154500000001;49.435691300000002;NA;40756;1;NA
2765;AMBO_F69.2_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;20,13;12,63;32,42;19,49;20,58;4,81;7,81;39,21;21,13;#NV;85;169;50;MB;NA;NA;NA;NA;NA;-13.1264664;49.473530699999998;NA;40760;A3;NA
2766;AMBO_F30_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;20,65;12,5;33,61;20,18;20,07;5,07;7,19;38,36;20,8;#NV;88;163;50;NA;NA;NA;NA;NA;NA;-13.1248819;49.438260900000003;NA;40756;2;RADSEQ
2767;AMBO_F68.2_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;20,71;12,2;33,31;20,31;21,29;5,5;7,62;39,9;21,66;#NV;89;162;50;ANR;NA;NA;NA;NA;NA;-13.123616;49.436996200000003;NA;40760;A1;NA
2768;AMBO_F69_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;21,53;12,91;32,42;19,9;23,22;4,6;6,82;40,34;22,11;#NV;85;169;50;MB;NA;NA;NA;NA;NA;-13.1264664;49.473530699999998;NA;40760;A3;NA
2769;AMBO_G21_2011;Ambohitsitondroina;adult;M;tavaratra;12;tava;#NV;14,36;34,88;20,4;21,17;6,42;8,34;37,41;22,65;#NV;80;145;50;JS;NA;NA;NA;NA;NA;-13.128297999999999;49.475169100000002;NA;40763;B1;NA
2770;AMBO_G03_2011;Ambohitsitondroina;adult;M;tavaratra;12;tava;20,74;12,42;33,5;20,95;20,55;5,53;7,39;39,01;20,38;#NV;83;170;52;ANR;NA;NA;NA;NA;NA;-13.1318634;49.466103199999999;NA;40761;A2;NA
2771;AMBO_G03.2_2011;Ambohitsitondroina;adult;M;tavaratra;12;tava;21,2;11,67;33,26;20,51;21,7;5,52;7,6;40,3;21,27;#NV;83;167;52;MB;NA;NA;NA;NA;NA;-13.1318634;49.466103199999999;NA;40761;A2;NA
2772;AMBO_G04_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;20,3;11,9;34,13;20,76;21,48;5,12;8,27;40,13;21,99;#NV;82;162;53;MB;NA;NA;NA;NA;NA;-13.130855800000001;49.476274799999999;NA;40761;B2;NA
2773;AMBO_G04.2_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;20,75;12,54;33,65;20,36;21,91;5,15;7,05;39,97;21,04;#NV;82;162;53;ANR;NA;NA;NA;NA;NA;-13.130855800000001;49.476274799999999;NA;40761;B2;NA
2774;AMBO_F36_2011;Ambohitsitondroina;adult;M;tavaratra;12;tava;20,95;12,16;33,48;20,4;20,46;5,51;7,31;40,1;20,86;#NV;88;171;55;GMS;NA;NA;NA;NA;NA;-13.125106499999999;49.438959099999998;NA;40757;2;NA
2775;AMBO_F66_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;21,06;12,63;34,06;20,26;20,15;5,1;8,44;39,57;21,72;#NV;91;162;57;GMS;NA;NA;NA;NA;NA;-13.1214704;49.470354399999998;NA;40760;3;NA
2776;AMBO_F65_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;20,71;12,91;33,54;20,44;20,03;5,71;8,13;39,75;20,82;#NV;95;163;59;GMS;NA;NA;NA;NA;NA;-13.1272824;49.475107399999999;NA;40760;B1;NA
2777;AMBO_F70_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;20,5;12,79;34,36;20,6;20,8;5,23;7,3;40,5;21,2;#NV;93;172;62;GMS;NA;NA;NA;NA;NA;-13.126761399999999;49.469102499999998;NA;40760;A3;NA
2778;AMBO_F67_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;20,59;12,73;34,96;20,03;20,25;5,87;7,73;40,88;21,85;#NV;95;170;63;GMS;NA;NA;NA;NA;NA;-13.128746899999999;49.4713736;NA;40760;B4;NA
2779;AMBO_G13_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;21,89;11,52;33,7;20,02;21,83;5,58;7,88;40,86;21,58;#NV;96;159;63;MB;NA;NA;NA;NA;NA;-13.1266418;49.4689476;NA;40762;A4;NA
2780;AMBO_F50_2011;Ambohitsitondroina;adult;F;tavaratra;12;tava;20,41;12,14;33,55;20,31;20,16;5,43;7,3;38,95;20,38;#NV;90;155;65,5;NA;NA;NA;NA;NA;NA;-13.1265024;49.431400199999999;NA;40758;A23;NA
2781;C30_2013;Ampanetibe_Madirobe;adult;M;tavaratra;12;tava;19,92;12,33;32,66;19,38;19,63;6,66;6,79;#NV;20,38;#NV;82;154;53;ANR;enlarged;NA;NA;NA;NA;-12.64688314;49.396289099999997;NA;41581;CD3;NA
2782;C32_2013;Ampanetibe_Madirobe;adult;F;tavaratra;12;tava;21,53;12,55;33,07;19,4;20,77;6,04;6,66;39,49;20,2;#NV;90;149;53;ANR;NA;closed;NA;NA;NA;-12.63372732;49.399578579999996;NA;41580;AB1;NA
2783;C31_2013;Ampanetibe_Madirobe;adult;M;tavaratra;12;tava;18,21;12,2;33,35;19,7;20,41;6,51;6,98;41,35;20,37;#NV;85;159;59;ANR;enlarged;NA;NA;NA;NA;-12.6341579;49.405551780000003;NA;41581;AC3;RADSEQ
2784;C29_2013;Ampanetibe_Madirobe;adult;M;tavaratra;12;tava;20,67;12,41;33,05;19,22;19,9;6,48;6,71;38,6;20,97;#NV;85;162;64;ANR;enlarged;NA;NA;NA;NA;-12.647062010000001;49.396537629999997;NA;41581;A12;RADSEQ
2785;ANALM_P10_2012;Ampasimaty;adult;M;tavaratra;12;tava;23,39;12,15;#NV;20,13;22,66;7,1;7,2;40,69;20,13;#NV;73;150;45;I;regressed;NA;NA;NA;NA;-12.77204691;49.461142150000001;NA;41139;C3;RADSEQ
2798;03-03;Analabe;adult;M;tavaratra;12;tava;19,7;12,5;34;20,4;21;5,7;6,3;#NV;23,2;9,3;75;150;42;GO;NA;NA;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37818;NA;no
2799;04-03;Analabe;adult;F;tavaratra;12;tava;20;13,4;33,8;20,7;20,8;5,5;6,8;40,2;21,6;8,1;70;160;44;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37818;NA;no
2800;12-03;Analabe;adult;F;tavaratra;12;tava;21,3;14,5;33,7;22,2;21,2;5,5;6,5;38,6;21;9,2;75;150;44;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37827;NA;no
2801;10-03;Analabe;adult;F;tavaratra;12;tava;20;12,1;34,1;20,5;21,5;5,6;7,2;39,3;22;7,8;80;155;48;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37824;NA;no
2802;05-03;Analabe;adult;F;tavaratra;12;tava;20,3;12,2;36;21;22,2;5,2;8,2;#NV;#NV;9,1;80;161;50;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37819;NA;no
2803;02-03;Analabe;adult;M;tavaratra;12;tava;21;13,9;35,4;21,3;22,4;6,5;8,2;39;22,5;10,2;85;170;52;GO;NA;NA;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37818;NA;no
2804;13-03;Analabe;adult;F;tavaratra;12;tava;#NV;13,1;34,4;21;21,2;5,4;8,3;40;22,1;10,8;85;165;54;GO;NA;NA;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37827;NA;no
2805;01-03;Analabe;adult;F;tavaratra;12;tava;21,3;12;#NV;22,9;22,2;6,2;8,2;41,3;24,2;10,3;85;165;56;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37816;NA;no
2806;08-03;Analabe;adult;F;tavaratra;12;tava;20,8;15,3;#NV;#NV;23,2;6;7,6;42;21,6;9,6;85;165;58;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37821;NA;no
2807;07-03;Analabe;adult;F;tavaratra;12;tava;22,4;13,2;36;22;21,7;6,3;8,2;39,4;24,4;11;85;155;60;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37821;NA;no
2808;11-03;Analabe;adult;F;tavaratra;12;tava;22,6;12,4;35,7;21,3;21,8;6,2;6,8;39,5;23;10;85;160;60;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37827;NA;no
2809;15-03;Analabe;adult;M;tavaratra;12;tava;20,6;14,8;35,4;22,1;22;6,4;7,6;39;22;9,6;75;155;50;GO;NA;NA;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37842;NA;no
2810;16-03;Analabe;adult;M;tavaratra;12;tava;21,7;13,4;33,5;22;22,8;4,2;7;40,3;21,8;9,7;72;160;52;GO;NA;NA;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37842;NA;no
2811;14-03;Analabe;adult;F;tavaratra;12;tava;21,3;13,6;36;22;22,4;4,7;8;39,6;24;10;90;170;58;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-12.799676;49.514270000000003;NA;37842;NA;no
2812;ANALF_B18_2013;Analafiana;adult;M;tavaratra;12;tava;17,5;13,18;32,81;#NV;#NV;6,54;7,19;40,58;22,26;#NV;76;172;49;DSAO;enlarged;NA;NA;NA;NA;-13.456934070000001;49.835491189999999;NA;41515;AB1;RADSEQ
2813;ANALF_B08_2013;Analafiana;adult;M;tavaratra;12;tava;22,3;14,01;34,21;19,17;#NV;6,66;7,99;40,1;23,13;#NV;86;162;50;DSAO;enlarged;NA;NA;NA;NA;-13.4637685;49.83372009;NA;41514;A12;RADSEQ
2814;ANALF_B22_2013;Analafiana;adult;F;tavaratra;12;tava;18,14;12,87;35,75;20,99;#NV;6,77;6,93;40,63;21,95;#NV;94;168;58,5;DSAO;NA;closed;NA;NA;NA;-13.45902787;49.825944120000003;NA;41516;A12;RADSEQ
2815;ANALF_B02_2013;Analafiana;adult;F;tavaratra;12;tava;21,53;13,92;35,8;20,73;21,49;7,73;8,84;40,6;25,8;#NV;89;162;60;JS;NA;closed;NA;gros idv;NA;-13.45215529;49.828101869999998;NA;41512;AB1;RADSEQ
2816;ANALF_B28_2013;Analafiana;adult;M;tavaratra;12;tava;#NV;#NV;34,75;20,56;20,97;8,46;#NV;40,5;25,57;#NV;96;166;56;JS;enlarged;NA;NA;NA;NA;-13.44988556;49.830137839999999;NA;41518;A13;RADSEQ
2817;ANALM_P43_2012;Analahefina;adult;F;tavaratra;12;tava;23;15,3;33,77;20,4;22,59;6,13;6,72;36,96;20,33;#NV;86;155;57;I;NA;closed;NA;NA;NA;-12.74461077;49.39423352;NA;41148;B2;RADSEQ
2822;ANALM_C20_2012;Analamerana;adult;F;tavaratra;12;tava;#NV;#NV;35,52;22;#NV;#NV;#NV;40,37;21,61;#NV;75;144;39;CKR;NA;closed;NA;NA;NA;-12.792091900000001;49.36465312;NA;41103;C2;NA
2823;ANALM_A60_2012;Analamerana;adult;M;tavaratra;12;tava;#NV;#NV;33,65;21,16;#NV;#NV;5,75;38,15;#NV;#NV;78;162;40;CKR;regressed;NA;NA;NA;NA;-12.79289363;49.393940829999998;NA;41095;C3;RADSEQ
2824;ANALM_A64_2012;Analamerana;adult;F;tavaratra;12;tava;#NV;#NV;35,26;20,66;#NV;#NV;5;41,85;21,47;#NV;75;150;40;CKR;NA;closed;NA;NA;NA;-12.793338370000001;49.402244189999998;NA;41097;C1;NA
2825;ANALM_A63_2012;Analamerana;adult;F;tavaratra;12;tava;#NV;#NV;34,96;#NV;#NV;#NV;6,41;38,63;20,9;#NV;80;155;43;CKR;NA;closed;NA;NA;NA;-12.796657359999999;49.397566339999997;NA;41097;B3;NA
2826;ANALM_A58_2012;Analamerana;adult;F;tavaratra;12;tava;#NV;#NV;35;#NV;20,58;#NV;6,04;41,17;21,72;#NV;86;148;45;CKR;NA;closed;NA;NA;NA;-12.8025666;49.393200790000002;NA;41095;C3;NA
2827;ANALM_A66_2012;Analamerana;adult;F;tavaratra;12;tava;#NV;#NV;36,29;20,1;#NV;#NV;#NV;40,86;21,9;#NV;88;171;46;CKR;NA;closed;NA;NA;NA;-12.803905520000001;49.392548679999997;NA;41097;C4;NA
2828;ANALM_C10_2012;Analamerana;adult;F;tavaratra;12;tava;#NV;#NV;34,58;20,57;#NV;#NV;5,02;#NV;20,25;#NV;78;160;50;CKR;NA;closed;NA;NA;NA;-12.804502980000001;49.37296679;NA;41101;A1;NA
2829;ANALM_C11_2012;Analamerana;adult;F;tavaratra;12;tava;#NV;#NV;#NV;22;#NV;#NV;6,1;40,17;22,97;#NV;74;172;51,5;CKR;NA;closed;NA;NA;NA;-12.799164299999999;49.365870170000001;NA;41101;A2;NA
2830;ANALM_C19_2012;Analamerana;adult;F;tavaratra;12;tava;#NV;#NV;32,52;20,5;20,22;#NV;6,11;40,23;20,58;#NV;80;163;54;CKR;NA;closed;NA;NA;NA;-12.795041830000001;49.374299180000001;NA;41103;C3;NA
2833;ANALM_C03_2012;Analamerana;adult;F;tavaratra;12;tava;#NV;#NV;36,42;20,5;20,44;#NV;#NV;40,85;21,46;#NV;80;157;40;CKR;NA;closed;NA;NA;NA;-12.79533142;49.400924379999999;NA;41159;B1;NA
2834;C13_2013;Analamerana;adult;M;tavaratra;12;tava;20,4;13,9;32,81;19,88;20,48;6,38;7,6;#NV;#NV;#NV;70;147;41;ANR;enlarged;NA;NA;NA;NA;-12.6927319;49.526342630000002;NA;41535;A13;RADSEQ
2835;C14_2013;Analamerana;adult;M;tavaratra;12;tava;21,01;#NV;34,06;20,54;21,42;6,67;7,65;37,52;#NV;#NV;85;155;50;ANR;enlarged;NA;NA;NA;NA;-12.68840893;49.521381720000001;NA;41535;B12;NA
2836;C15_2013;Analamerana;adult;F;tavaratra;12;tava;20,27;14,16;34,32;20,38;21,6;6,3;7,49;40,4;20,2;#NV;90;163;60;ANR;NA;closed;NA;NA;NA;-12.68914;49.51587112;NA;41535;A14;NA
2838;ANDF_D24_2012;Andavakoera_1;adult;F;tavaratra;12;tava;19,55;11,58;33,01;21,32;22,04;6,95;5,14;40,32;21,21;#NV;77;147;46;ZR;NA;closed;NA;NA;NA;-13.11378167;49.190919999999998;NA;41099;A2;NA
2839;ANDF_D20_2012;Andavakoera_1;adult;F;tavaratra;12;tava;19,52;13,53;34,5;20,45;24,94;7,4;6,96;42,82;24,48;#NV;80;164;54;ZR;NA;closed;NA;NA;NA;-13.12413667;49.221123329999998;NA;41099;B4;NA
2840;ANDF_D05_2012;Andavakoera_1;adult;F;tavaratra;12;tava;17,92;14,23;33,5;21,5;23,8;6,93;#NV;40,02;22,24;#NV;93;150;55;I;NA;closed;NA;NA;NA;-13.11683833;49.189746669999998;NA;41095;B3;RADSEQ
2841;ANDF_D02_2012;Andavakoera_1;adult;F;tavaratra;12;tava;18,5;#NV;33,74;23,44;24,15;7,72;5,85;41,32;24,85;#NV;100;175;55;I;NA;closed;NA;NA;NA;-13.124788329999999;49.218903330000003;NA;41095;C3;NA
2843;ANDF_D67_2012;Andavakoera_2;adult;F;tavaratra;12;tava;17,64;12,22;35,97;22,23;22,23;7,63;6,63;40,56;23,75;#NV;78;154;54;ZR;NA;closed;NA;NA;NA;-13.12106167;49.236391670000003;NA;41106;AC2;NA
2844;ANDF_D31_2012;Andavakoera_2;adult;M;tavaratra;12;tava;19,86;14,97;34,89;22,47;22,96;6,95;5,2;41,45;23,3;#NV;92;146;57;ZR;regressed;NA;NA;NA;NA;-13.11622167;49.230306669999997;NA;41102;B3;NA
2845;ANDF_D66_2012;Andavakoera_2;adult;F;tavaratra;12;tava;18,38;13,24;33,07;21,26;22,27;6,15;6,52;42,08;22,08;#NV;91;151;60;ZR;NA;closed;NA;NA;NA;-13.12118167;49.236223330000001;NA;41106;AD3;NA
2846;ANDF_D29_2012;Andavakoera_2;adult;F;tavaratra;12;tava;17,39;12,36;36,67;20,12;23,44;7,96;5,51;43,47;22,19;#NV;92;157;61;ZR;NA;closed;NA;NA;NA;-13.11395667;49.238448329999997;NA;41102;D3;NA
2847;ANDF_D30_2012;Andavakoera_2;adult;F;tavaratra;12;tava;17,62;12,96;34,22;#NV;23,63;7,84;6,78;43,71;24,48;#NV;89;158;64;ZR;NA;closed;NA;NA;NA;-13.119065000000001;49.232268329999997;NA;41102;A1;NA
2848;ANDF_D65_2012;Andavakoera_2;adult;F;tavaratra;12;tava;20,18;13,92;33,42;20,28;23,7;6,21;#NV;37,92;20,67;#NV;90;154;#NV;I;NA;closed;67;NA;NA;-13.120710000000001;49.237299999999998;NA;41106;AD2;NA
2849;ANALM_C56_2012;Andrafiambany;adult;F;tavaratra;12;tava;23;12,08;37,92;22,32;21,93;#NV;#NV;43,76;21,36;#NV;86;170;54;CKR;NA;closed;NA;NA;NA;-12.83313313;49.3708849;NA;41120;B3;RADSEQ
2858;C23_2013;Andranomadiro;adult;F;tavaratra;12;tava;19;12,35;32,95;19,2;19,62;5,44;6,54;#NV;#NV;#NV;85;149;50;ANR;NA;closed;NA;NA;NA;-12.62979378;49.4171665;NA;41573;C12;RADSEQ
2859;C24_2013;Andranomadiro;adult;F;tavaratra;12;tava;21,01;12,57;35,72;19,43;20,19;6,13;7,08;37,39;20,05;#NV;90;160;56;ANR;NA;closed;NA;NA;NA;-12.628234750000001;49.416505000000001;NA;41573;B13;RADSEQ
2861;ANKA_K46_2011;Ankaramy;adult;M;tavaratra;12;tava;18,73;12,23;36,07;20,97;23,06;7,05;6,37;44,1;24,96;#NV;93;157;40;JS;enlarged;NA;NA;NA;NA;-13.2725963;49.654643800000002;NA;40836;A1;RADSEQ
2873;10-03;Ankarana;adult;F;tavaratra;12;tava;22;14;36,4;20,5;19;6,1;7,7;40,1;23,8;9,3;90;164;65;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-12.95223833;49.04050333;NA;37786;NA;no
2874;ANKA_F45_2012;Ankarana;adult;F;tavaratra;12;tava;21,86;14,3;33,31;22,5;22,5;6,29;6,06;43,52;23,8;#NV;76;152;53;ZR;NA;closed;NA;NA;NA;-12.964119999999999;49.126908329999999;NA;41121;D3;NA
2875;ANKA_F42_2012;Ankarana;adult;F;tavaratra;12;tava;21,97;13,19;36,47;21;23,74;7,14;7,18;45,83;23;#NV;90;170;#NV;ZR;NA;closed;68;NA;NA;-12.963848329999999;49.127749999999999;NA;41121;C4;RADSEQ
2876;ANKA_F75_2012;Ankarana;adult;M;tavaratra;12;tava;21,62;13,91;33,21;20,46;20,43;6,3;7,28;36,84;21,51;#NV;81;154;40;ANR;regressed;NA;NA;NA;NA;-12.943355;49.054639999999999;NA;41138;B2;RADSEQ
2877;ANKA_F137_2012;Ankarana;adult;M;tavaratra;12;tava;21,34;13,86;32,7;20,29;21,32;6,59;6,63;38,56;21,1;#NV;83;170;48;ANR;enlarged;NA;NA;NA;NA;-12.98681667;49.031308330000002;NA;41147;C4;RADSEQ
2878;ANKA_F133_2012;Ankarana;adult;F;tavaratra;12;tava;21,39;13,08;33,47;20,67;21,95;6,22;6,18;40,01;21,7;#NV;90;175;52;ANR;NA;closed;NA;NA;NA;-12.98395833;49.02774333;NA;41147;B4;NA
2879;C3_2013;Ankarana;adult;M;tavaratra;12;tava;23,17;13,34;34,48;20,07;19,54;6,56;8,23;38,18;21,15;#NV;82;163;53;ANR;enlarged;NA;NA;NA;NA;-12.830444999999999;49.178993329999997;NA;41510;A12;NA
2880;C4_2013;Ankarana;adult;F;tavaratra;12;tava;19,75;12,21;34,45;19,55;21,16;6,54;8,55;38,82;23,38;#NV;75;162;55;ANR;NA;closed;NA;NA;NA;-12.832763330000001;49.191834999999998;NA;41510;B13;RADSEQ
2881;ANKA_F132_2012;Ankarana;adult;M;tavaratra;12;tava;21,89;13,36;34,14;21,16;21,9;6,78;6,22;40,13;21,72;#NV;85;166;55;ANR;enlarged;NA;NA;NA;NA;-12.98380833;49.027569999999997;NA;41147;A4;NA
2882;ANKA_F139_2012;Ankarana;adult;M;tavaratra;12;tava;21,38;13,13;33,8;20,74;21,22;6,55;6,65;39,94;21,54;#NV;84;156;56;ANR;enlarged;NA;NA;NA;NA;-12.988073330000001;49.03257;NA;41147;D4;NA
2883;ANKA_F99_2012;Ankarana;adult;F;tavaratra;12;tava;19,58;15,59;#NV;22,57;23,57;7,36;6,36;42,52;23,57;#NV;99;145;59;ZR;NA;closed;NA;NA;NA;-12.959841669999999;49.037311670000001;NA;41141;D3;NA
2884;ANKA_F120_2012;Ankarana;adult;F;tavaratra;12;tava;21,66;14,7;34,48;22,02;22,62;6,65;6,43;39,49;21,42;#NV;88;175;63;ANR;NA;closed;NA;NA;NA;-12.975250000000001;49.035611670000002;NA;41146;D2;NA
2885;ANKA_F107_2012;Ankarana;adult;F;tavaratra;12;tava;22,54;13,7;35,5;21,96;21,92;6,16;6,4;38,87;22,25;#NV;85;172;64;ANR;NA;closed;NA;NA;NA;-12.95223833;49.04050333;NA;41143;C1;NA
2886;ANKA_F58_2012;Ankarana;adult;F;tavaratra;12;tava;#NV;#NV;33,97;21,72;#NV;6,43;6,04;40,22;22,24;#NV;82;160;#NV;DSAO;NA;closed;NA;NA;NA;-12.90341667;49.112191670000001;NA;41123;B2;RADSEQ
2887;ANKA_F146_2012;Ankarana;adult;M;tavaratra;12;tava;21,9;13,79;34,66;20,71;21,76;6,12;6,61;38,39;22,65;#NV;85;175;55;ANR;enlarged;NA;NA;NA;NA;-12.860998329999999;49.119500000000002;NA;41159;C3;NA
2888;ANKA_H50_2012;Ankarana;adult;F;tavaratra;12;tava;21,65;13,49;35,36;21,47;21,52;6,2;6,39;38,66;21,79;#NV;95;164;59;ANR;NA;closed;NA;NA;NA;-12.82758333;49.142355000000002;NA;41168;B2;NA
2889;ANKA_H27_2012;Ankarana;adult;F;tavaratra;12;tava;21,08;13,16;34,36;20,55;21,05;6,88;6,2;38,5;21,45;#NV;90;163;62;ANR;NA;closed;NA;NA;NA;-12.826278329999999;49.14902;NA;41164;C2;NA
